r,g,b,path,material
112,16,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,16,48,"Props_3F/prop_wheelchair/Torus","WC_Tire"
176,16,48,"Grime/Decal_Scratch_01_69_1","Decal_Scratch_01"
208,16,48,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
240,16,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,48,48,"Grime/Decal_Mold_01_465_1","Decal_Mold_01"
48,48,48,"Grime/Decal_Mold_01_241_1","Decal_Mold_01"
80,48,48,"PackArch_3F/P_Wall_02/Wall_02","Mat_Walllime01_C"
112,48,48,"Grime/Decal_Mold_01_430_-1","Decal_Mold_01"
144,48,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,48,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
208,48,48,"Grime/Decal_Scratch_01_396_-1","Decal_Scratch_01"
240,48,48,"Grime/Decal_Water_01_372_-1","Decal_Water_01"
16,80,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,80,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,80,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,80,48,"Grime/Decal_Mold_01_82_-1","Decal_Mold_01"
144,80,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,80,48,"Grime/Decal_Water_01_516_-1","Decal_Water_01"
208,80,48,"Grime/Decal_Water_01_65_1","Decal_Water_01"
240,80,48,"Grime/Decal_Mold_01_81_1","Decal_Mold_01"
16,112,48,"Grime/Decal_Mold_02_184_-1","Decal_Mold_02"
48,112,48,"Grime/Decal_Water_01_66_-1","Decal_Water_01"
80,112,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,112,48,"Grime/Decal_Water_01_358_-1","Decal_Water_01"
144,112,48,"Grime/Decal_Water_01_408_-1","Decal_Water_01"
176,112,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,112,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
240,112,48,"Wainscot_3F/WR","Wainscot_Green"
16,144,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,144,48,"Grime/Decal_Mold_01_247_1","Decal_Mold_01"
80,144,48,"Grime/Decal_Water_01_239_1","Decal_Water_01"
112,144,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
144,144,48,"Grime/Decal_Mold_02_120_-1","Decal_Mold_02"
176,144,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,144,48,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
240,144,48,"Props_3F/prop_wheelchair/WC_Arm0.24","WC_Metal"
16,176,48,"Grime/Decal_Mold_02_568_-1","Decal_Mold_02"
48,176,48,"Grime/Decal_Blood_02_289_1","Decal_Blood_02"
80,176,48,"Grime/Decal_Mold_01_529_1","Decal_Mold_01"
112,176,48,"PackProps_3F/Bed_3F_4/SM_Bed_01_Base","Mat_Bed_Metal_01"
144,176,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,176,48,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
208,176,48,"Grime/Decal_Mold_01_484_-1","Decal_Mold_01"
240,176,48,"Grime/Decal_Water_01_378_-1","Decal_Water_01"
16,208,48,"PackProps_3F/Bed_3F_11/SM_Bed_01_Base","Mat_Bed_Metal_01"
48,208,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
80,208,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,208,48,"Grime/Decal_Mold_02_339_1","Decal_Mold_02"
144,208,48,"Grime/Decal_Scratch_01_273_1","Decal_Scratch_01"
176,208,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
208,208,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
240,208,48,"Props_3F/prop_stretcher/S_Caster-0.3-0.85","StretcherRust"
16,240,48,"Grime/Decal_Blood_01_38_-1","Decal_Blood_01"
48,240,48,"Grime/Decal_Mold_01_211_1","Decal_Mold_01"
80,240,48,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,240,48,"Grime/Decal_Mold_01_399_1","Decal_Mold_01"
144,240,48,"Grime/Decal_Mold_02_429_1","Decal_Mold_02"
176,240,48,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,240,48,"Grime/Decal_Mold_01_336_-1","Decal_Mold_01"
240,240,48,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,16,80,"Grime/Decal_Mold_01_275_1","Decal_Mold_01"
48,16,80,"Props_3F/prop_fluorescent_loose/PackLamp/Box001","Mat_Lamp"
80,16,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
112,16,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
144,16,80,"Grime/Decal_Mold_01_257_1","Decal_Mold_01"
176,16,80,"IsoRoom_L2_BarH2","Lit"
208,16,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
240,16,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,48,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,48,80,"Grime/Decal_Mold_01_511_1","Decal_Mold_01"
80,48,80,"Grime/Decal_Mold_01_13_1","Decal_Mold_01"
112,48,80,"PackProps_3F/Bedding_3F_1/SM_Bed_01_Base","Mat_Bed_Metal_01"
144,48,80,"Grime/Decal_Blood_01_554_-1","Decal_Blood_01"
176,48,80,"Grime/Decal_Mold_01_5_1","Decal_Mold_01"
208,48,80,"PackArch_3F/P_Wall_02/Tile02","Mat_Tile02"
240,48,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
16,80,80,"Grime/Decal_Water_01_203_1","Decal_Water_01"
48,80,80,"Grime/Decal_Mold_01_271_1","Decal_Mold_01"
80,80,80,"IsoRoom_L2_BarH1","Lit"
112,80,80,"Grime/Decal_Water_01_112_-1","Decal_Water_01"
144,80,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
176,80,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
208,80,80,"PackProps_3F/Bed_3F_11/SM_Bed_01_S","Mat_Bed_Metal_01s"
240,80,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
16,112,80,"Grime/Decal_Scratch_01_448_-1","Decal_Scratch_01"
48,112,80,"Grime/Decal_Water_01_498_-1","Decal_Water_01"
80,112,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,112,80,"Grime/Decal_Mold_02_109_1","Decal_Mold_02"
144,112,80,"Grime/Decal_Mold_02_190_-1","Decal_Mold_02"
176,112,80,"Props_3F/prop_stretcher/S_Frame_0.35","StretcherMetal"
208,112,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
240,112,80,"Grime/Decal_Mold_01_83_1","Decal_Mold_01"
16,144,80,"Grime/Decal_Mold_02_298_-1","Decal_Mold_02"
48,144,80,"Props_3F/prop_wheelchair/WC_Foot_L","WC_Metal"
80,144,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,144,80,"Grime/Decal_Water_01_314_-1","Decal_Water_01"
144,144,80,"Grime/Decal_Scratch_01_452_-1","Decal_Scratch_01"
176,144,80,"Grime/Decal_Mold_02_214_-1","Decal_Mold_02"
208,144,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
240,144,80,"ExtraProps_3F/Paper_3F_A","Prop_PaperFlat"
16,176,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,176,80,"Grime/Decal_Mold_01_253_1","Decal_Mold_01"
80,176,80,"Decals_3F/Mold_3F_b","Decal_Mold_02"
112,176,80,"Grime/Decal_Scratch_01_526_-1","Decal_Scratch_01"
144,176,80,"PackProps_3F/Bed_3F_0/SM_Bed_01_Base","Mat_Bed_Metal_01"
176,176,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
208,176,80,"Grime/Decal_Water_01_146_-1","Decal_Water_01"
240,176,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,208,80,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,208,80,"Grime/Decal_Scratch_01_414_-1","Decal_Scratch_01"
80,208,80,"Grime/Decal_Mold_02_176_-1","Decal_Mold_02"
112,208,80,"Grime/Decal_Scratch_01_159_1","Decal_Scratch_01"
144,208,80,"PackProps_3F/Bed_3F_7/SM_Bed_01_Base","Mat_Bed_Metal_01"
176,208,80,"Grime/Decal_Mold_02_404_-1","Decal_Mold_02"
208,208,80,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
240,208,80,"Grime/Decal_Mold_02_260_-1","Decal_Mold_02"
16,240,80,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,240,80,"Grime/Decal_Scratch_01_60_-1","Decal_Scratch_01"
80,240,80,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,240,80,"Grime/Decal_Mold_02_570_-1","Decal_Mold_02"
144,240,80,"PackArch_3F/P_Floor_02/Floor_02","Mat_Tile01"
176,240,80,"Grime/Decal_Scratch_01_536_-1","Decal_Scratch_01"
208,240,80,"Grime/Decal_Scratch_01_548_-1","Decal_Scratch_01"
240,240,80,"Props_3F/prop_wheelchair/Cylinder.004","WC_Metal"
16,16,112,"Grime/Decal_Scratch_01_72_-1","Decal_Scratch_01"
48,16,112,"Grime/Decal_Scratch_01_525_1","Decal_Scratch_01"
80,16,112,"Grime/Decal_Mold_02_405_1","Decal_Mold_02"
112,16,112,"Grime/Decal_Scratch_01_57_1","Decal_Scratch_01"
144,16,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,16,112,"Grime/Decal_Water_01_508_-1","Decal_Water_01"
208,16,112,"Grime/Decal_Mold_01_111_1","Decal_Mold_01"
240,16,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,48,112,"Grime/Decal_Scratch_01_244_-1","Decal_Scratch_01"
48,48,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,48,112,"Grime/Decal_Mold_01_246_-1","Decal_Mold_01"
112,48,112,"Grime/Decal_Water_01_326_-1","Decal_Water_01"
144,48,112,"IsoRoom_L4_BarV2","Lit"
176,48,112,"Grime/Decal_Blood_02_96_-1","Decal_Blood_02"
208,48,112,"Grime/Decal_Scratch_01_451_1","Decal_Scratch_01"
240,48,112,"Grime/Decal_Mold_01_17_1","Decal_Mold_01"
16,80,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,80,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
80,80,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
112,80,112,"Decals_3F/Blood_3F_a","Decal_Blood_01"
144,80,112,"Props_3F/prop_wheelchair/Cylinder.002","WC_Metal"
176,80,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
208,80,112,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
240,80,112,"Grime/Decal_Mold_02_338_-1","Decal_Mold_02"
16,112,112,"Grime/Decal_Mold_01_402_-1","Decal_Mold_01"
48,112,112,"Grime/Decal_Water_01_538_-1","Decal_Water_01"
80,112,112,"Grime/Decal_Mold_02_362_-1","Decal_Mold_02"
112,112,112,"Grime/Decal_Mold_02_62_-1","Decal_Mold_02"
144,112,112,"Props_3F/prop_wheelchair/Cylinder.004","WC_Metal"
176,112,112,"PackProps_3F/Bedding_3F_4/SM_Bed_01_Base","Mat_Bed_Metal_01"
208,112,112,"Grime/Decal_Mold_02_7_1","Decal_Mold_02"
240,112,112,"Grime/Decal_Mold_02_420_-1","Decal_Mold_02"
16,144,112,"Props_3F/prop_wheelchair/Cylinder.006","WC_Metal"
48,144,112,"Props_3F/prop_wheelchair/Cylinder.007","WC_Metal"
80,144,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,144,112,"Grime/Decal_Mold_01_234_-1","Decal_Mold_01"
144,144,112,"Grime/Decal_Mold_01_188_-1","Decal_Mold_01"
176,144,112,"Grime/Decal_Water_01_296_-1","Decal_Water_01"
208,144,112,"Grime/Decal_Blood_02_442_-1","Decal_Blood_02"
240,144,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,176,112,"Grime/Decal_Water_01_202_-1","Decal_Water_01"
48,176,112,"Grime/Decal_Water_01_162_-1","Decal_Water_01"
80,176,112,"PackProps_3F/Bedding_3F_3/SM_Bed_01_Base","Mat_Bed_Metal_01"
112,176,112,"Props_3F/prop_wheelchair/WC_Arm-0.24","WC_Metal"
144,176,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
176,176,112,"Grime/Decal_Mold_01_107_1","Decal_Mold_01"
208,176,112,"ExtraProps_3F/Ext_3F_R/Nozzle","Prop_ExtMetal"
240,176,112,"Grime/Decal_Water_01_376_-1","Decal_Water_01"
16,208,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
48,208,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,208,112,"Grime/Decal_Water_01_367_1","Decal_Water_01"
112,208,112,"PackArch_3F/P_Floor_01/Floor_01","Mat_Ceiling_Bright"
144,208,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,208,112,"Props_3F/prop_wheelchair/Cylinder","WC_Metal"
208,208,112,"Grime/Decal_Water_01_223_1","Decal_Water_01"
240,208,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
16,240,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,240,112,"Grime/Decal_Water_01_523_1","Decal_Water_01"
80,240,112,"Grime/Decal_Scratch_01_158_-1","Decal_Scratch_01"
112,240,112,"PackProps_3F/Bedding_3F_7/SM_Bed_01_S","Mat_Bed_Metal_01s"
144,240,112,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
176,240,112,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
208,240,112,"Props_3F/prop_wheelchair/Cylinder.015","WC_Metal"
240,240,112,"Grime/Decal_Mold_01_30_-1","Decal_Mold_01"
16,16,144,"Grime/Decal_Mold_02_521_1","Decal_Mold_02"
48,16,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
80,16,144,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,16,144,"Grime/Decal_Scratch_01_295_1","Decal_Scratch_01"
144,16,144,"Grime/Decal_Mold_01_115_1","Decal_Mold_01"
176,16,144,"Grime/Decal_Mold_02_63_1","Decal_Mold_02"
208,16,144,"Grime/Decal_Mold_02_386_-1","Decal_Mold_02"
240,16,144,"Grime/Decal_Scratch_01_574_-1","Decal_Scratch_01"
16,48,144,"Grime/Decal_Mold_02_261_1","Decal_Mold_02"
48,48,144,"Props_3F/prop_wheelchair/Cylinder.003","WC_Metal"
80,48,144,"Grime/Decal_Scratch_01_290_-1","Decal_Scratch_01"
112,48,144,"ExtraProps_3F/Clock_3F_L/Glass","Prop_Glass"
144,48,144,"PackArch_3F/P_Wall_02/Tile02","Mat_Tile02"
176,48,144,"Grime/Decal_Water_01_458_-1","Decal_Water_01"
208,48,144,"Grime/Decal_Mold_02_324_-1","Decal_Mold_02"
240,48,144,"ExtraProps_3F/Noticeboard_3F_L1/Frame","Prop_NoticeFrame"
16,80,144,"Grime/Decal_Scratch_01_492_-1","Decal_Scratch_01"
48,80,144,"Grime/Decal_Scratch_01_527_1","Decal_Scratch_01"
80,80,144,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
112,80,144,"Props_3F/prop_wheelchair/Torus.001","WC_Tire"
144,80,144,"Grime/Decal_Water_01_251_1","Decal_Water_01"
176,80,144,"PackArch_3F/P_Floor_01/Floor_01","Mat_Tile01"
208,80,144,"Grime/Decal_Scratch_01_351_1","Decal_Scratch_01"
240,80,144,"Grime/Decal_Mold_01_119_1","Decal_Mold_01"
16,112,144,"PackArch_3F/P_Wall_01/Wall_01","Mat_Tile02"
48,112,144,"PackArch_3F/P_Floor_02/Object","Mat_Walllime01_C"
80,112,144,"PackArch_3F/P_Wall_01/Object001","Mat_Walllime01_C"
112,112,144,"Grime/Decal_Mold_02_421_1","Decal_Mold_02"
